"","radius","emddim","delay","filename","opt_dim","opt_delay","opt_rad"
"613",6.39053372380956,6,47,"Study1D1S129T3_f0.txt",5,36,15.3493547228842
"614",4.39263190087178,3,22,"Study1D1S129T4_f0.txt",5,36,15.3493547228842
"615",NA,NA,NA,"Study1D1S129T5_f0.txt",5,36,15.3493547228842
"616",8.53762797081004,7,30,"Study1D1S129T6_f0.txt",5,36,15.3493547228842
"617",6.08016947098337,4,18,"Study1D1S129T7_f0.txt",5,36,15.3493547228842
"618",6.56272532976131,6,39,"Study1D1S129T8_f0.txt",5,36,15.3493547228842
"619",8.02808671450565,6,32,"Study1D1S129T9_f0.txt",5,36,15.3493547228842
"620",NA,NA,NA,"Study1D1S130T1_f0.txt",5,36,15.3493547228842
"621",22.4770318199368,8,43,"Study1D1S130T2_f0.txt",5,36,15.3493547228842
"622",8.50266706405168,4,48,"Study1D1S130T3_f0.txt",5,36,15.3493547228842
"623",8.00438833418111,4,16,"Study1D1S130T4_f0.txt",5,36,15.3493547228842
"624",7.73517727719759,4,15,"Study1D1S130T5_f0.txt",5,36,15.3493547228842
"625",9.46891313108883,4,14,"Study1D1S130T6_f0.txt",5,36,15.3493547228842
"626",18.2712935334635,6,37,"Study1D1S131T1_f0.txt",5,36,15.3493547228842
"627",NA,NA,NA,"Study1D1S131T10_f0.txt",5,36,15.3493547228842
"628",5.4911818533714,3,41,"Study1D1S131T2_f0.txt",5,36,15.3493547228842
"629",NA,NA,NA,"Study1D1S131T3_f0.txt",5,36,15.3493547228842
"630",14.5184825400232,6,48,"Study1D1S131T4_f0.txt",5,36,15.3493547228842
"631",8.50463646391919,4,50,"Study1D1S131T5_f0.txt",5,36,15.3493547228842
"632",8.8185293014718,4,32,"Study1D1S131T6_f0.txt",5,36,15.3493547228842
"633",14.3005689381522,4,32,"Study1D1S131T7_f0.txt",5,36,15.3493547228842
"634",5.10480959789325,3,10,"Study1D1S131T8_f0.txt",5,36,15.3493547228842
"635",22.0778592582473,6,50,"Study1D1S131T9_f0.txt",5,36,15.3493547228842
"636",9.24163671126753,4,23,"Study1D1S132T1_f0.txt",5,36,15.3493547228842
"637",20.452849751981,7,43,"Study1D1S132T10_f0.txt",5,36,15.3493547228842
"638",8.04420161773536,4,33,"Study1D1S132T2_f0.txt",5,36,15.3493547228842
"639",20.6461598181656,6,15,"Study1D1S132T3_f0.txt",5,36,15.3493547228842
"640",48.9966535586461,11,35,"Study1D1S132T4_f0.txt",5,36,15.3493547228842
"641",3.67191731411664,4,20,"Study1D1S132T5_f0.txt",5,36,15.3493547228842
"642",28.5954489113135,11,28,"Study1D1S132T6_f0.txt",5,36,15.3493547228842
"643",12.6483851396372,4,36,"Study1D1S132T7_f0.txt",5,36,15.3493547228842
"644",3.04511075967246,5,39,"Study1D1S132T8_f0.txt",5,36,15.3493547228842
"645",9.31525050148157,4,49,"Study1D1S132T9_f0.txt",5,36,15.3493547228842
"646",NA,NA,NA,"Study1D1S133T1_f0.txt",5,36,15.3493547228842
"647",11.4274029907895,7,39,"Study1D1S133T2_f0.txt",5,36,15.3493547228842
"648",NA,NA,NA,"Study1D1S133T3_f0.txt",5,36,15.3493547228842
"649",6.11941553820741,4,39,"Study1D1S133T4_f0.txt",5,36,15.3493547228842
"650",NA,NA,NA,"Study1D1S133T5_f0.txt",5,36,15.3493547228842
"651",10.2080764191363,6,48,"Study1D1S133T6_f0.txt",5,36,15.3493547228842
"652",9.45996407623747,4,37,"Study1D1S133T7_f0.txt",5,36,15.3493547228842
"653",NA,NA,NA,"Study1D1S133T8_f0.txt",5,36,15.3493547228842
"654",NA,NA,NA,"Study1D1S133T9_f0.txt",5,36,15.3493547228842
"655",9.66442155117963,6,50,"Study1D1S134T1_f0.txt",5,36,15.3493547228842
"656",8.45972147452195,6,49,"Study1D1S134T10_f0.txt",5,36,15.3493547228842
"657",5.74016379647011,3,28,"Study1D1S134T2_f0.txt",5,36,15.3493547228842
"658",17.3573025524801,8,11,"Study1D1S134T3_f0.txt",5,36,15.3493547228842
"659",22.6567198322101,10,48,"Study1D1S134T4_f0.txt",5,36,15.3493547228842
"660",11.0013411773462,4,37,"Study1D1S134T5_f0.txt",5,36,15.3493547228842
"661",6.7390412995575,3,43,"Study1D1S134T6_f0.txt",5,36,15.3493547228842
"662",8.53859049970134,4,27,"Study1D1S134T7_f0.txt",5,36,15.3493547228842
"663",NA,NA,NA,"Study1D1S134T8_f0.txt",5,36,15.3493547228842
"664",26.3403679069979,13,35,"Study1D1S134T9_f0.txt",5,36,15.3493547228842
"665",NA,NA,NA,"Study1D1S135T1_f0.txt",5,36,15.3493547228842
"666",NA,NA,NA,"Study1D1S135T10_f0.txt",5,36,15.3493547228842
"667",NA,NA,NA,"Study1D1S135T2_f0.txt",5,36,15.3493547228842
"668",NA,NA,NA,"Study1D1S135T3_f0.txt",5,36,15.3493547228842
"669",NA,NA,NA,"Study1D1S135T4_f0.txt",5,36,15.3493547228842
"670",2.55143617142037,2,35,"Study1D1S135T5_f0.txt",5,36,15.3493547228842
"671",17.048817043262,5,35,"Study1D1S135T6_f0.txt",5,36,15.3493547228842
"672",4.78774320656205,2,47,"Study1D1S135T7_f0.txt",5,36,15.3493547228842
"673",NA,NA,NA,"Study1D1S135T8_f0.txt",5,36,15.3493547228842
"674",12.4220515883507,4,17,"Study1D1S135T9_f0.txt",5,36,15.3493547228842
"675",19.6782498737001,9,25,"Study1D1S136T1_f0.txt",5,36,15.3493547228842
"676",NA,NA,NA,"Study1D1S136T10_f0.txt",5,36,15.3493547228842
"677",31.8865760929426,9,47,"Study1D1S136T2_f0.txt",5,36,15.3493547228842
"678",6.66255738043344,3,27,"Study1D1S136T3_f0.txt",5,36,15.3493547228842
"679",19.0423479055833,7,38,"Study1D1S136T4_f0.txt",5,36,15.3493547228842
"680",11.8010018360504,4,11,"Study1D1S136T5_f0.txt",5,36,15.3493547228842
"681",9.12416773579107,4,49,"Study1D1S136T6_f0.txt",5,36,15.3493547228842
"682",21.598712795508,8,47,"Study1D1S136T7_f0.txt",5,36,15.3493547228842
"683",7.2077674436226,10,26,"Study1D1S136T8_f0.txt",5,36,15.3493547228842
"684",19.7844927186924,4,25,"Study1D1S136T9_f0.txt",5,36,15.3493547228842
"685",2.02644147426276,2,14,"Study2D0S201T1_f0.txt",5,36,15.3493547228842
"686",8.06504064157238,3,36,"Study2D0S201T2_f0.txt",5,36,15.3493547228842
"687",NA,NA,NA,"Study2D0S201T3_f0.txt",5,36,15.3493547228842
"688",30.3673341429515,5,49,"Study2D0S201T4_f0.txt",5,36,15.3493547228842
